AUROC,PR_AUC,Accuracy,Balanced_Accuracy,Precision,Recall,Specificity,F1,Threshold,Disease,Repeat,Fold
0.5565468381002361,0.7908891965919402,0.5857142857142857,0.571241144056678,0.7848101265822784,0.6019417475728155,0.5405405405405406,0.6813186813186813,0.4935159683227539,MDS,1,1
0.6038295577130529,0.8012007666920034,0.4748201438848921,0.5643203883495146,0.8125,0.3786407766990291,0.75,0.5165562913907285,0.5657169818878174,MDS,1,2
0.4809761217528208,0.7155813234620774,0.4142857142857143,0.47205457885069535,0.7058823529411765,0.34951456310679613,0.5945945945945946,0.4675324675324675,0.5364532470703125,MDS,2,1
0.447411003236246,0.7146579547501766,0.43884892086330934,0.48584142394822005,0.7272727272727273,0.3883495145631068,0.5833333333333334,0.5063291139240507,0.5260512232780457,MDS,2,2
0.46470742587247443,0.7045160063351501,0.7142857142857143,0.4854368932038835,0.7299270072992701,0.970873786407767,0.0,0.8333333333333334,0.09657949209213257,MDS,3,1
0.470873786407767,0.694006305271017,0.6690647482014388,0.5327669902912622,0.7567567567567568,0.8155339805825242,0.25,0.7850467289719626,0.23040136694908142,MDS,3,2
0.5641563893991078,0.7733367149854837,0.6785714285714286,0.5910522172658095,0.7843137254901961,0.7766990291262136,0.40540540540540543,0.7804878048780488,0.3068748116493225,MDS,4,1
0.4147788565264293,0.6940217153985456,0.539568345323741,0.4544228694714132,0.7142857142857143,0.6310679611650486,0.2777777777777778,0.6701030927835051,0.4626743495464325,MDS,4,2
0.600367357648911,0.7977898801751963,0.6857142857142857,0.4746785620572028,0.7251908396946565,0.9223300970873787,0.02702702702702703,0.811965811965812,0.28871601819992065,MDS,5,1
0.36758360302049625,0.6581805177370037,0.26618705035971224,0.360302049622438,0.5151515151515151,0.1650485436893204,0.5555555555555556,0.25,0.5978959202766418,MDS,5,2
0.48491209656258194,0.7139899367229603,0.4357142857142857,0.44332196273943847,0.6875,0.42718446601941745,0.4594594594594595,0.5269461077844312,0.5638505816459656,MDS,6,1
0.6038295577130528,0.8207895730282477,0.6330935251798561,0.5807713052858684,0.7888888888888889,0.6893203883495146,0.4722222222222222,0.7357512953367875,0.4183295965194702,MDS,6,2
0.47389136709525054,0.709708092998392,0.37142857142857144,0.503542377328785,0.7419354838709677,0.22330097087378642,0.7837837837837838,0.34328358208955223,0.7285789847373962,MDS,7,1
0.5151024811218986,0.7564312530637082,0.7122302158273381,0.5257551240560949,0.752,0.912621359223301,0.1388888888888889,0.8245614035087719,0.24604220688343048,MDS,7,2
0.44292836525846235,0.7139883443361442,0.6357142857142857,0.4753345578588297,0.7241379310344828,0.8155339805825242,0.13513513513513514,0.7671232876712328,0.3583071529865265,MDS,8,1
0.43500539374325786,0.684211654158287,0.6906474820143885,0.5382955771305286,0.7586206896551724,0.8543689320388349,0.2222222222222222,0.8036529680365296,0.2854665219783783,MDS,8,2
0.4906848596168984,0.7247466695440101,0.32857142857142857,0.5090527420624508,0.7647058823529411,0.1262135922330097,0.8918918918918919,0.21666666666666667,0.8916247487068176,MDS,9,1
0.46116504854368934,0.7615792328968757,0.5611510791366906,0.45995145631067963,0.71875,0.6699029126213593,0.25,0.6934673366834171,0.3628171980381012,MDS,9,2
0.5408029388611912,0.7571133437628295,0.7214285714285714,0.5768827079506691,0.7711864406779662,0.883495145631068,0.2702702702702703,0.8235294117647058,0.28827235102653503,MDS,10,1
0.5083603020496225,0.7302310274523494,0.7194244604316546,0.5486785329018339,0.7622950819672131,0.9029126213592233,0.19444444444444445,0.8266666666666667,0.3091563284397125,MDS,10,2
0.39753345578588295,0.6714962167892913,0.6714285714285714,0.47362896877459987,0.7244094488188977,0.8932038834951457,0.05405405405405406,0.8,0.23077011108398438,MDS,11,1
0.494336569579288,0.7119331977140192,0.7482014388489209,0.531957928802589,0.753731343283582,0.9805825242718447,0.08333333333333333,0.8523206751054853,0.12022784352302551,MDS,11,2
0.546313303594857,0.7371346242293735,0.6071428571428571,0.5684859616898452,0.7790697674418605,0.6504854368932039,0.4864864864864865,0.708994708994709,0.47078937292099,MDS,12,1
0.5062028047464942,0.7343298530455211,0.6115107913669064,0.5481391585760518,0.7692307692307693,0.6796116504854369,0.4166666666666667,0.7216494845360825,0.36331477761268616,MDS,12,2
0.43426922067698764,0.7163650599846568,0.5,0.4177381264759905,0.6853932584269663,0.5922330097087378,0.24324324324324326,0.6354166666666666,0.46409714221954346,MDS,13,1
0.5906148867313916,0.7901795915937373,0.7553956834532374,0.5458468176914779,0.7593984962406015,0.9805825242718447,0.1111111111111111,0.8559322033898306,0.2909349501132965,MDS,13,2
0.4615586460246655,0.7155091118284678,0.42142857142857143,0.44227236945683546,0.6833333333333333,0.39805825242718446,0.4864864864864865,0.5030674846625767,0.5135369300842285,MDS,14,1
0.5493527508090614,0.7471819143483844,0.6906474820143885,0.5292610571736786,0.7542372881355932,0.8640776699029126,0.19444444444444445,0.8054298642533937,0.29297152161598206,MDS,14,2
0.5418525321437943,0.7505532063683245,0.6071428571428571,0.5684859616898452,0.7790697674418605,0.6504854368932039,0.4864864864864865,0.708994708994709,0.46066588163375854,MDS,15,1
0.5687702265372169,0.7806498319099188,0.5323741007194245,0.5850862998921251,0.8166666666666667,0.47572815533980584,0.6944444444444444,0.6012269938650306,0.5493255853652954,MDS,15,2
0.489110469692994,0.717232299067415,0.5,0.4783521385463133,0.72,0.5242718446601942,0.43243243243243246,0.6067415730337079,0.5150545239448547,MDS,16,1
0.4662891046386192,0.7236132865357925,0.7122302158273381,0.4986515641855448,0.7404580152671756,0.941747572815534,0.05555555555555555,0.8290598290598291,0.21663616597652435,MDS,16,2
0.5106271319863552,0.7633858471793378,0.4785714285714286,0.5244030438205195,0.7586206896551724,0.42718446601941745,0.6216216216216216,0.546583850931677,0.542051374912262,MDS,17,1
0.5415318230852211,0.7908258541076008,0.4028776978417266,0.5248112189859763,0.7777777777777778,0.27184466019417475,0.7777777777777778,0.4028776978417266,0.5238025188446045,MDS,17,2
0.47940173182891627,0.7087638091350827,0.6785714285714286,0.49580162686958806,0.7338709677419355,0.883495145631068,0.10810810810810811,0.801762114537445,0.23965606093406677,MDS,18,1
0.52319309600863,0.738516639709844,0.7050359712230215,0.5660733549083063,0.7719298245614035,0.8543689320388349,0.2777777777777778,0.8110599078341014,0.30042338371276855,MDS,18,2
0.6494358436106008,0.8052362235290358,0.7714285714285715,0.6022041458934663,0.7795275590551181,0.9611650485436893,0.24324324324324326,0.8608695652173913,0.21719253063201904,MDS,19,1
0.45307443365695793,0.7060121292447095,0.6187050359712231,0.4987864077669903,0.7403846153846154,0.7475728155339806,0.25,0.7439613526570048,0.45252344012260437,MDS,19,2
0.4340068223563369,0.6865351814278605,0.7285714285714285,0.5124639202309105,0.7407407407407407,0.970873786407767,0.05405405405405406,0.8403361344537815,0.2180478572845459,MDS,20,1
0.5674217907227616,0.7486919448925633,0.6762589928057554,0.6008629989212513,0.7959183673469388,0.7572815533980582,0.4444444444444444,0.7761194029850746,0.3119216561317444,MDS,20,2
0.5187614799265284,0.7574003256627586,0.6928571428571428,0.5574652322225138,0.7631578947368421,0.8446601941747572,0.2702702702702703,0.8018433179723502,0.2785049080848694,MDS,21,1
0.46494066882416396,0.7047254512569691,0.7194244604316546,0.5035059331175836,0.7424242424242424,0.9514563106796117,0.05555555555555555,0.8340425531914893,0.19437633454799652,MDS,21,2
0.6079769089477827,0.8122110402586713,0.7142857142857143,0.554710049855681,0.7603305785123967,0.8932038834951457,0.21621621621621623,0.8214285714285714,0.3126276433467865,MDS,22,1
0.4557713052858684,0.7127772052740071,0.5035971223021583,0.46628910463861917,0.717948717948718,0.5436893203883495,0.3888888888888889,0.6187845303867403,0.493061900138855,MDS,22,2
0.4355812122802414,0.6841554780595365,0.5,0.46969299396483866,0.7142857142857143,0.5339805825242718,0.40540540540540543,0.6111111111111112,0.44026386737823486,MDS,23,1
0.5717367853290183,0.7870363284534134,0.539568345323741,0.5718716289104638,0.8,0.5048543689320388,0.6388888888888888,0.6190476190476191,0.5002647042274475,MDS,23,2
0.49462083442665966,0.7236322281915264,0.5071428571428571,0.4745473628968775,0.717948717948718,0.5436893203883495,0.40540540540540543,0.6187845303867403,0.42982178926467896,MDS,24,1
0.46736785329018343,0.6999050052244354,0.6762589928057554,0.5014832793959008,0.7416666666666667,0.8640776699029126,0.1388888888888889,0.7982062780269058,0.28761011362075806,MDS,24,2
0.6205720283390187,0.80713415137693,0.6142857142857143,0.6166360535292574,0.8181818181818182,0.6116504854368932,0.6216216216216216,0.7,0.4291849136352539,MDS,25,1
0.5107874865156419,0.7312969048560483,0.5683453237410072,0.5370819848975188,0.7654320987654321,0.6019417475728155,0.4722222222222222,0.6739130434782609,0.429195374250412,MDS,25,2
0.48806087641039086,0.7214486904289865,0.3142857142857143,0.47336657045394914,0.6666666666666666,0.13592233009708737,0.8108108108108109,0.22580645161290322,0.6537063121795654,MDS,26,1
0.49433656957928795,0.7513226903163713,0.6762589928057554,0.4834142394822007,0.7338709677419355,0.883495145631068,0.08333333333333333,0.801762114537445,0.29476553201675415,MDS,26,2
0.4699553922854894,0.7210276651053806,0.5785714285714286,0.4711361847284178,0.72,0.6990291262135923,0.24324324324324326,0.7093596059113301,0.47322747111320496,MDS,27,1
0.5647249190938511,0.7885833526694868,0.697841726618705,0.470873786407767,0.7293233082706767,0.941747572815534,0.0,0.8220338983050848,0.2636178731918335,MDS,27,2
0.49068485961689845,0.7325114726319485,0.7071428571428572,0.5065599580162687,0.7384615384615385,0.9320388349514563,0.08108108108108109,0.8240343347639485,0.17609402537345886,MDS,28,1
0.39697950377562025,0.6641546788656423,0.2517985611510791,0.3596278317152104,0.4827586206896552,0.13592233009708737,0.5833333333333334,0.21212121212121213,0.5945987701416016,MDS,28,2
0.4982944109157701,0.7216682639967735,0.39285714285714285,0.48346890579900287,0.7142857142857143,0.2912621359223301,0.6756756756756757,0.41379310344827586,0.6257177591323853,MDS,29,1
0.5409924487594391,0.7836588148712852,0.5539568345323741,0.5454422869471414,0.7733333333333333,0.5631067961165048,0.5277777777777778,0.651685393258427,0.4676978886127472,MDS,29,2
0.4699553922854893,0.7198558405297473,0.6642857142857143,0.46877459984256103,0.7222222222222222,0.883495145631068,0.05405405405405406,0.7947598253275109,0.40007510781288147,MDS,30,1
0.48516720604099245,0.7444654307924026,0.4892086330935252,0.4746494066882416,0.7222222222222222,0.5048543689320388,0.4444444444444444,0.5942857142857143,0.4911573529243469,MDS,30,2
0.422461296247704,0.691243122334928,0.6071428571428571,0.49921280503804777,0.7352941176470589,0.7281553398058253,0.2702702702702703,0.7317073170731707,0.3083145320415497,MDS,31,1
0.5315533980582524,0.7338705366775131,0.28776978417266186,0.4742448759439051,0.6428571428571429,0.08737864077669903,0.8611111111111112,0.15384615384615385,0.8077793717384338,MDS,31,2
0.37024403043820514,0.6583682254546588,0.7142857142857143,0.4854368932038835,0.7299270072992701,0.970873786407767,0.0,0.8333333333333334,0.28509095311164856,MDS,32,1
0.348975188781014,0.6703884640681357,0.7266187050359713,0.49029126213592233,0.7372262773722628,0.9805825242718447,0.0,0.8416666666666667,0.28835946321487427,MDS,32,2
0.47310417213329836,0.7338055498410252,0.4857142857142857,0.511939123589609,0.746031746031746,0.4563106796116505,0.5675675675675675,0.5662650602409639,0.5545830130577087,MDS,33,1
0.49973031283710895,0.7344087571401676,0.49640287769784175,0.5337108953613808,0.7704918032786885,0.4563106796116505,0.6111111111111112,0.573170731707317,0.44952136278152466,MDS,33,2
0.3594856992915245,0.6435978815479981,0.5571428571428572,0.4565730779323013,0.711340206185567,0.6699029126213593,0.24324324324324326,0.69,0.35891684889793396,MDS,34,1
0.5272384034519957,0.7359593199333294,0.6906474820143885,0.5202265372168284,0.75,0.8737864077669902,0.16666666666666666,0.8071748878923767,0.3118937611579895,MDS,34,2
0.43768039884544735,0.6906211828463547,0.6142857142857143,0.49540802938861195,0.7333333333333333,0.7475728155339806,0.24324324324324326,0.7403846153846154,0.3532678782939911,MDS,35,1
0.5043149946062567,0.7309989560752337,0.7194244604316546,0.5938511326860841,0.7857142857142857,0.8543689320388349,0.3333333333333333,0.8186046511627907,0.36662837862968445,MDS,35,2
0.4589346628181579,0.7143306773533488,0.55,0.48635528732616107,0.7272727272727273,0.6213592233009708,0.35135135135135137,0.6701570680628273,0.45492294430732727,MDS,36,1
0.42637540453074435,0.707090314981236,0.3381294964028777,0.4449838187702265,0.6571428571428571,0.22330097087378642,0.6666666666666666,0.3333333333333333,0.6410694718360901,MDS,36,2
0.4340068223563369,0.69703610279687,0.32142857142857145,0.4695617948045132,0.6666666666666666,0.1553398058252427,0.7837837837837838,0.25196850393700787,0.6940693855285645,MDS,37,1
0.4851672060409924,0.758275479329042,0.3237410071942446,0.5075512405609492,0.7647058823529411,0.1262135922330097,0.8888888888888888,0.21666666666666667,0.6619629263877869,MDS,37,2
0.4812385200734715,0.7082382987276781,0.6642857142857143,0.5293886119128838,0.75,0.8155339805825242,0.24324324324324326,0.7813953488372093,0.37936580181121826,MDS,38,1
0.5423408845738943,0.7271042061786853,0.7266187050359713,0.598705501618123,0.7876106194690266,0.8640776699029126,0.3333333333333333,0.8240740740740741,0.3755593001842499,MDS,38,2
0.5544476515350302,0.7386525078939383,0.29285714285714287,0.502099186565206,0.75,0.05825242718446602,0.9459459459459459,0.10810810810810811,0.7067691087722778,MDS,39,1
0.36353829557713047,0.6817928283366776,0.5539568345323741,0.4279935275080906,0.7029702970297029,0.6893203883495146,0.16666666666666666,0.696078431372549,0.3541547954082489,MDS,39,2
0.46365783258987137,0.7101976205887148,0.45,0.48766727892941486,0.7241379310344828,0.4077669902912621,0.5675675675675675,0.5217391304347826,0.5471856594085693,MDS,40,1
0.5320927723840345,0.7688006980698945,0.4316546762589928,0.5261596548004315,0.7727272727272727,0.3300970873786408,0.7222222222222222,0.46258503401360546,0.5733656883239746,MDS,40,2
0.5486748884807137,0.7543653283288576,0.6785714285714286,0.5650747835213854,0.7685185185185185,0.8058252427184466,0.32432432432432434,0.7867298578199052,0.3808552622795105,MDS,41,1
